artistid|artist|songname|releasename|workid|recordingid|release_group|releasedate|label_cnt|country_cnt|rating
303|The Beatles|Strawberry Fields Forever|The Beatles Box Set|3440097|8652826|1572813|1988-11-15|6|6|0
303|The Beatles|Sun King|The Beatles Box Set|302407|12652449|1572813|1988-11-15|6|6|0
303|The Beatles|The Ballad of John and Yoko|The Beatles Box Set|198970|6393392|1572813|1988-11-15|6|6|0
303|The Beatles|The Continuing Story of Bungalow Bill|The Beatles Box Set|159797|159797|1572813|1988-11-15|6|6|0
303|The Beatles|The End|The Beatles Box Set|184970|12652886|1572813|1988-11-15|6|6|0
303|The Beatles|The Fool on the Hill|The Beatles Box Set|755080|3498192|1572813|1988-11-15|6|6|0
303|The Beatles|The Long and Winding Road|The Beatles Box Set|174326|10141217|1572813|1988-11-15|6|6|0
303|The Beatles|There’s a Place|The Beatles Box Set|295303|14523236|1572813|1988-11-15|6|6|0
303|The Beatles|Things We Said Today|The Beatles Box Set|7295146|14523318|1572813|1988-11-15|6|6|0
303|The Beatles|Ticket to Ride|The Beatles Box Set|674757|14523258|1572813|1988-11-15|6|6|0
303|The Beatles|Till There Was You|The Beatles Box Set|286220|1434052|1572813|1988-11-15|6|6|0
303|The Beatles|Twist and Shout|The Beatles Box Set|7426353|14523237|1572813|1988-11-15|6|6|0
303|The Beatles|Two of Us|The Beatles Box Set|174317|10141208|1572813|1988-11-15|6|6|0
303|The Beatles|What You’re Doing|The Beatles Box Set|368507|14523250|1572813|1988-11-15|6|6|0
303|The Beatles|When I’m Sixty‐Four|The Beatles Box Set|2374845|11484732|1572813|1988-11-15|6|6|0
303|The Beatles|While My Guitar Gently Weeps|The Beatles Box Set|159798|159798|1572813|1988-11-15|6|6|0
303|The Beatles|With a Little Help From My Friends|The Beatles Box Set|6372993|6393548|1572813|1988-11-15|6|6|0
303|The Beatles|Within You Without You|The Beatles Box Set|182539|11484731|1572813|1988-11-15|6|6|0
303|The Beatles|Words of Love|The Beatles Box Set|368503|14523246|1572813|1988-11-15|6|6|0
303|The Beatles|Yellow Submarine|The Beatles Box Set|15257|12615241|1572813|1988-11-15|6|6|0
303|The Beatles|Yer Blues|The Beatles Box Set|182546|182546|1572813|1988-11-15|6|6|0
303|The Beatles|You Can’t Do That|The Beatles Box Set|194160|3090676|1572813|1988-11-15|6|6|0
303|The Beatles|You Know My Name (Look Up the Number)|The Beatles Box Set|12434298|6393472|1572813|1988-11-15|6|6|0
303|The Beatles|You Like Me Too Much|The Beatles Box Set|674760|13191214|1572813|1988-11-15|6|6|0
303|The Beatles|You Never Give Me Your Money|The Beatles Box Set|304818|12647979|1572813|1988-11-15|6|6|0
303|The Beatles|Your Mother Should Know|The Beatles Box Set|198594|3968975|1572813|1988-11-15|6|6|0
303|The Beatles|You’re Going to Lose That Girl|The Beatles Box Set|674756|4321697|1572813|1988-11-15|6|6|0
303|The Beatles|You’ve Got to Hide Your Love Away|The Beatles Box Set|674753|4321694|1572813|1988-11-15|6|6|0
303|The Beatles|You’ve Really Got a Hold on Me|The Beatles Box Set|7906560|659220|1572813|1988-11-15|6|6|0
303|The Beatles|Bad Boy|Past Masters, Volume One|8071865|14207809|47983|1988-3-7|7|7|0
303|The Beatles|From Me to You|Past Masters, Volume One|177449|177449|47983|1988-3-7|7|7|0
303|The Beatles|I Feel Fine|Past Masters, Volume One|177454|9646168|47983|1988-3-7|7|7|0
303|The Beatles|I Want to Hold Your Hand|Past Masters, Volume One|7945955|10506877|47983|1988-3-7|7|7|0
303|The Beatles|I’m Down|Past Masters, Volume One|6267352|3688404|47983|1988-3-7|7|7|0
303|The Beatles|Komm, gib mir deine Hand|Past Masters, Volume One|6186942|337064|47983|1988-3-7|7|7|0
303|The Beatles|Long Tall Sally|Past Masters, Volume One|9026995|4545566|47983|1988-3-7|7|7|0
303|The Beatles|Love Me Do|Past Masters, Volume One|295298|14550202|47983|1988-3-7|7|7|0
303|The Beatles|Matchbox|Past Masters, Volume One|6186937|2466968|47983|1988-3-7|7|7|33
303|The Beatles|She Loves You|Past Masters, Volume One|5682002|10506875|47983|1988-3-7|7|7|0
303|The Beatles|Sie liebt dich|Past Masters, Volume One|6377572|337065|47983|1988-3-7|7|7|0
303|The Beatles|Slow Down|Past Masters, Volume One|6186936|337068|47983|1988-3-7|7|7|0
303|The Beatles|This Boy|Past Masters, Volume One|8473675|1434046|47983|1988-3-7|7|7|0
303|The Beatles|Across the Universe|Past Masters, Volume Two|8948412|8950646|39741|1988-3-7|6|6|90
303|The Beatles|Day Tripper|Past Masters, Volume Two|6616974|5682218|39741|1988-3-7|6|6|80
303|The Beatles|Hey Jude|Past Masters, Volume Two|155973|10506431|39741|1988-3-7|6|6|90
303|The Beatles|Lady Madonna|Past Masters, Volume Two|5681695|10506429|39741|1988-3-7|6|6|90
303|The Beatles|Let It Be|Past Masters, Volume Two|174322|4137350|39741|1988-3-7|6|6|73
303|The Beatles|Old Brown Shoe|Past Masters, Volume Two|198971|6393393|39741|1988-3-7|6|6|90
303|The Beatles|Paperback Writer|Past Masters, Volume Two|177461|6136291|39741|1988-3-7|6|6|90
303|The Beatles|Rain|Past Masters, Volume Two|1332982|6136292|39741|1988-3-7|6|6|90
303|The Beatles|Revolution|Past Masters, Volume Two|155974|5681739|39741|1988-3-7|6|6|90
303|The Beatles|The Ballad of John and Yoko|Past Masters, Volume Two|198970|6393392|39741|1988-3-7|6|6|90
303|The Beatles|The Inner Light|Past Masters, Volume Two|5681696|279991|39741|1988-3-7|6|6|90
303|The Beatles|We Can Work It Out|Past Masters, Volume Two|5682217|177460|39741|1988-3-7|6|6|90
303|The Beatles|You Know My Name (Look Up the Number)|Past Masters, Volume Two|12434298|6393472|39741|1988-3-7|6|6|90
303|The Beatles|A Hard Day’s Night|CD Singles Collection|6253455|14523309|1064454|1989-11-27|24|24|0
303|The Beatles|All You Need Is Love|CD Singles Collection|6798|14506883|1064454|1989-11-27|24|24|0
303|The Beatles|Ask Me Why|CD Singles Collection|295296|14523229|1064454|1989-11-27|24|24|0
303|The Beatles|Baby You’re a Rich Man|CD Singles Collection|198599|17598320|1064454|1989-11-27|24|24|0
303|The Beatles|Can’t Buy Me Love|CD Singles Collection|1141092|14523315|1064454|1989-11-27|24|24|0
303|The Beatles|Come Together|CD Singles Collection|198973|12377409|1064454|1989-11-27|24|24|0
303|The Beatles|Day Tripper|CD Singles Collection|6616974|6178082|1064454|1989-11-27|24|24|0
303|The Beatles|Eleanor Rigby|CD Singles Collection|8960072|12615237|1064454|1989-11-27|24|24|0
303|The Beatles|From Me to You|CD Singles Collection|177449|177449|1064454|1989-11-27|24|24|0
303|The Beatles|Hello, Goodbye|CD Singles Collection|155969|9646177|1064454|1989-11-27|24|24|0
303|The Beatles|Help!|CD Singles Collection|6267351|14523252|1064454|1989-11-27|24|24|100
303|The Beatles|Hey Jude|CD Singles Collection|155973|9735878|1064454|1989-11-27|24|24|0
303|The Beatles|I Am the Walrus|CD Singles Collection|155968|14189632|1064454|1989-11-27|24|24|0
303|The Beatles|I Feel Fine|CD Singles Collection|177454|12377303|1064454|1989-11-27|24|24|0
303|The Beatles|I Want to Hold Your Hand|CD Singles Collection|7945955|3090591|1064454|1989-11-27|24|24|0
303|The Beatles|I’m Down|CD Singles Collection|6267352|14214071|1064454|1989-11-27|24|24|0
303|The Beatles|Lady Madonna|CD Singles Collection|5681695|14214075|1064454|1989-11-27|24|24|0
303|The Beatles|Let It Be|CD Singles Collection|174322|4137350|1064454|1989-11-27|24|24|73
303|The Beatles|Love Me Do|CD Singles Collection|295298|14523231|1064454|1989-11-27|24|24|0
303|The Beatles|Old Brown Shoe|CD Singles Collection|198971|6393393|1064454|1989-11-27|24|24|0
303|The Beatles|P.S. I Love You|CD Singles Collection|295299|14523232|1064454|1989-11-27|24|24|0
303|The Beatles|Paperback Writer|CD Singles Collection|177461|12377361|1064454|1989-11-27|24|24|0
303|The Beatles|Penny Lane|CD Singles Collection|194529|14506881|1064454|1989-11-27|24|24|0
303|The Beatles|Please Please Me|CD Singles Collection|295297|295297|1064454|1989-11-27|24|24|80
303|The Beatles|Rain|CD Singles Collection|1332982|14214074|1064454|1989-11-27|24|24|0
303|The Beatles|Revolution|CD Singles Collection|155974|9735879|1064454|1989-11-27|24|24|0
303|The Beatles|She Loves You|CD Singles Collection|5682002|10506875|1064454|1989-11-27|24|24|0
303|The Beatles|Something|CD Singles Collection|1269417|2553996|1064454|1989-11-27|24|24|0
303|The Beatles|Strawberry Fields Forever|CD Singles Collection|3440097|14506880|1064454|1989-11-27|24|24|0
303|The Beatles|The Ballad of John and Yoko|CD Singles Collection|198970|6393392|1064454|1989-11-27|24|24|0
303|The Beatles|The Inner Light|CD Singles Collection|5681696|10506430|1064454|1989-11-27|24|24|0
303|The Beatles|Things We Said Today|CD Singles Collection|7295146|14523318|1064454|1989-11-27|24|24|0
303|The Beatles|This Boy|CD Singles Collection|8473675|3090593|1064454|1989-11-27|24|24|0
303|The Beatles|Ticket to Ride|CD Singles Collection|674757|14523258|1064454|1989-11-27|24|24|0
303|The Beatles|We Can Work It Out|CD Singles Collection|5682217|5682217|1064454|1989-11-27|24|24|0
303|The Beatles|Yellow Submarine|CD Singles Collection|15257|12615241|1064454|1989-11-27|24|24|0
303|The Beatles|You Can’t Do That|CD Singles Collection|194160|14523320|1064454|1989-11-27|24|24|0
303|The Beatles|You Know My Name (Look Up the Number)|CD Singles Collection|12434298|6393472|1064454|1989-11-27|24|24|0
303|The Beatles|A Hard Day’s Night|Live at the BBC|6253455|305629|42951|1994-11-30|4|4|73
303|The Beatles|A Taste of Honey|Live at the BBC|295302|305618|42951|1994-11-30|4|4|73
303|The Beatles|All My Loving|Live at the BBC|2261384|305634|42951|1994-11-30|4|4|73
303|The Beatles|Baby It’s You|Live at the BBC|6377715|305607|42951|1994-11-30|4|4|73
303|The Beatles|Can’t Buy Me Love|Live at the BBC|1141092|305625|42951|1994-11-30|4|4|73
303|The Beatles|Carol|Live at the BBC|10188469|305609|42951|1994-11-30|4|4|73
303|The Beatles|Crying, Waiting, Hoping|Live at the BBC|12489458|305614|42951|1994-11-30|4|4|73
303|The Beatles|Everybody’s Trying to Be My Baby|Live at the BBC|368508|305647|42951|1994-11-30|4|4|73
303|The Beatles|Glad All Over|Live at the BBC|12523640|305642|42951|1994-11-30|4|4|73
303|The Beatles|Hippy Hippy Shake|Live at the BBC|6569228|305641|42951|1994-11-30|4|4|73
303|The Beatles|Honey, Don’t!|Live at the BBC|6302087|305661|42951|1994-11-30|4|4|73
303|The Beatles|I Feel Fine|Live at the BBC|177454|305645|42951|1994-11-30|4|4|73
303|The Beatles|I Forgot to Remember to Forget|Live at the BBC|12445619|305654|42951|1994-11-30|4|4|73
303|The Beatles|I Got a Woman|Live at the BBC|737418|305597|42951|1994-11-30|4|4|73
303|The Beatles|I Got to Find My Baby|Live at the BBC|9442151|305656|42951|1994-11-30|4|4|73
303|The Beatles|I Saw Her Standing There|Live at the BBC|295291|305620|42951|1994-11-30|4|4|73
303|The Beatles|I Wanna Be Your Man|Live at the BBC|286225|305631|42951|1994-11-30|4|4|73
303|The Beatles|I’ll Be on My Way|Live at the BBC|6058204|305600|42951|1994-11-30|4|4|73
303|The Beatles|I’m Gonna Sit Right Down and Cry (Over You)|Live at the BBC|737424|305613|42951|1994-11-30|4|4|73
303|The Beatles|I’m a Loser|Live at the BBC|368496|305646|42951|1994-11-30|4|4|73
303|The Beatles|Johnny B. Goode|Live at the BBC|6302775|305622|42951|1994-11-30|4|4|73
303|The Beatles|Keep Your Hands Off Me Baby|Live at the BBC|12708696|305599|42951|1994-11-30|4|4|73
303|The Beatles|Lonesome Tears in My Eyes|Live at the BBC|6075624|305639|42951|1994-11-30|4|4|73
303|The Beatles|Long Tall Sally|Live at the BBC|9026995|305619|42951|1994-11-30|4|4|73
303|The Beatles|Love Me Do|Live at the BBC|295298|305662|42951|1994-11-30|4|4|73
303|The Beatles|Lucille|Live at the BBC|6302082|305624|42951|1994-11-30|4|4|73
303|The Beatles|Matchbox|Live at the BBC|6186937|305653|42951|1994-11-30|4|4|73
303|The Beatles|Memphis, Tennessee|Live at the BBC|813930|305623|42951|1994-11-30|4|4|73
303|The Beatles|Ooh! My Soul|Live at the BBC|12452203|305657|42951|1994-11-30|4|4|73
303|The Beatles|Rock and Roll Music|Live at the BBC|5506905|305648|42951|1994-11-30|4|4|73
303|The Beatles|Roll Over Beethoven|Live at the BBC|8322242|305633|42951|1994-11-30|8|8|73
303|The Beatles|Slow Down|Live at the BBC|6186936|305660|42951|1994-11-30|4|4|73
303|The Beatles|Some Other Guy|Live at the BBC|12586131|305604|42951|1994-11-30|4|4|73
303|The Beatles|Sure to Fall|Live at the BBC|12523634|305603|42951|1994-11-30|4|4|73
303|The Beatles|Sweet Little Sixteen|Live at the BBC|6007733|305637|42951|1994-11-30|4|4|73
303|The Beatles|That’s All Right|Live at the BBC|8361463|305608|42951|1994-11-30|4|4|73
303|The Beatles|Things We Said Today|Live at the BBC|7295146|305635|42951|1994-11-30|4|4|73
303|The Beatles|Ticket to Ride|Live at the BBC|674757|305649|42951|1994-11-30|4|4|73
303|The Beatles|Till There Was You|Live at the BBC|286220|305627|42951|1994-11-30|4|4|73
303|The Beatles|To Know Him Is to Love Him|Live at the BBC|6275376|305617|42951|1994-11-30|4|4|73
303|The Beatles|Too Much Monkey Business|Live at the BBC|9974934|305598|42951|1994-11-30|4|4|73
303|The Beatles|Young Blood|Live at the BBC|12470156|305601|42951|1994-11-30|4|4|73
303|The Beatles|You’ve Really Got a Hold on Me|Live at the BBC|7906560|305616|42951|1994-11-30|4|4|73
303|The Beatles|Boys|Baby It’s You|8485105|15472578|174607|1994-3-20|3|3|0
303|The Beatles|A Hard Day’s Night|Anthology 1|6253455|308260|43290|1995-11-21|8|8|40
303|The Beatles|All My Loving|Anthology 1|2261384|308257|43290|1995-11-21|8|8|40
303|The Beatles|Bésame Mucho|Anthology 1|12707535|18584893|43290|1995-11-21|8|8|40
303|The Beatles|Can’t Buy Me Love|Anthology 1|1141092|6377526|43290|1995-11-21|5|5|40
303|The Beatles|Cry for a Shadow|Anthology 1|12562061|308226|43290|1995-11-21|8|8|40
303|The Beatles|Eight Days a Week|Anthology 1|368502|308273|43290|1995-11-21|8|8|40
303|The Beatles|From Me to You|Anthology 1|177449|14073968|43290|1995-11-21|8|8|40
303|The Beatles|Hallelujah, I Love Her So|Anthology 1|2648186|308220|43290|1995-11-21|8|8|40
303|The Beatles|Hello Little Girl|Anthology 1|6058219|308233|43290|1995-11-21|8|8|40
303|The Beatles|I Saw Her Standing There|Anthology 1|295291|308244|43290|1995-11-21|8|8|40
303|The Beatles|Like Dreamers Do|Anthology 1|12887710|308232|43290|1995-11-21|8|8|40
303|The Beatles|Love Me Do|Anthology 1|295298|308236|43290|1995-11-21|8|8|40
303|The Beatles|Money (That’s What I Want)|Anthology 1|286228|14073969|43290|1995-11-21|8|8|40
303|The Beatles|My Bonnie Lies Over the Ocean|Anthology 1|7982353|308224|43290|1995-11-21|8|8|40
303|The Beatles|One After 909|Anthology 1|174325|308239|43290|1995-11-21|8|8|40
303|The Beatles|One After 909|Anthology 1|174325|308240|43290|1995-11-21|8|8|40
303|The Beatles|Please Please Me|Anthology 1|295297|308238|43290|1995-11-21|8|8|40
303|The Beatles|Roll Over Beethoven|Anthology 1|8322242|308248|43290|1995-11-21|16|16|40
303|The Beatles|Searchin'|Anthology 1|1190167|308229|43290|1995-11-21|8|8|40
303|The Beatles|Shout|Anthology 1|1097774|308264|43290|1995-11-21|8|8|40
303|The Beatles|The Sheik of Araby|Anthology 1|7920542|308231|43290|1995-11-21|8|8|40
303|The Beatles|Three Cool Cats|Anthology 1|8683966|308230|43290|1995-11-21|8|8|40
303|The Beatles|Twist and Shout|Anthology 1|7426353|308251|43290|1995-11-21|8|8|40
303|The Beatles|You'll Be Mine|Anthology 1|12900117|308221|43290|1995-11-21|8|8|40
303|The Beatles|You’ve Really Got a Hold on Me|Anthology 1|7906560|14073971|43290|1995-11-21|8|8|40
303|The Beatles|Christmas Time (Is Here Again)|Free as a Bird|12552267|856106|565655|1995-7-4|3|3|0
303|The Beatles|I Saw Her Standing There|Free as a Bird|295291|856104|565655|1995-7-4|3|3|0
303|The Beatles|All Things Must Pass|Anthology 3|12552733|213368|34766|1996-10-25|6|6|70
303|The Beatles|Blue Suede Shoes|Anthology 3|737416|213365|34766|1996-10-25|6|6|70
303|The Beatles|Come Together|Anthology 3|198973|213375|34766|1996-10-25|6|6|70
303|The Beatles|Helter Skelter|Anthology 3|182550|242421|34766|1996-10-25|6|6|70
303|The Beatles|I Will|Anthology 3|6279932|242443|34766|1996-10-25|6|6|70
303|The Beatles|Rip It Up|Anthology 3|9026988|213365|34766|1996-10-25|6|6|70
303|The Beatles|Shake, Rattle and Roll|Anthology 3|8056162|213365|34766|1996-10-25|6|6|70
303|The Beatles|Something|Anthology 3|1269417|213374|34766|1996-10-25|6|6|70
303|The Beatles|The Long and Winding Road|Anthology 3|174326|213366|34766|1996-10-25|6|6|70
303|The Beatles|While My Guitar Gently Weeps|Anthology 3|159798|242434|34766|1996-10-25|6|6|70
303|The Beatles|A Day in the Life|Anthology 2|8018704|369887|35848|1996-3-18|3|3|60
303|The Beatles|Across the Universe|Anthology 2|8948412|369902|35848|1996-3-18|3|3|60
303|The Beatles|I’m Down|Anthology 2|6267352|248623|35848|1996-3-18|3|3|60
303|The Beatles|Real Love|Anthology 2|248621|248621|35848|1996-3-18|3|3|60
303|The Beatles|Strawberry Fields Forever|Anthology 2|3440097|369884|35848|1996-3-18|3|3|60
303|The Beatles|Tomorrow Never Knows|Anthology 2|3631|248637|35848|1996-3-18|3|3|60
303|The Beatles|Yesterday|Anthology 2|674763|248627|35848|1996-3-18|3|3|60
303|The Beatles|Your Mother Should Know|Anthology 2|198594|369898|35848|1996-3-18|3|3|60
303|The Beatles|You’ve Got to Hide Your Love Away|Anthology 2|674753|248624|35848|1996-3-18|3|3|60
303|The Beatles|Real Love|Real Love|248621|248621|565656|1996-3-4|1|1|0
303|The Beatles|Yellow Submarine|Real Love|15257|2151769|565656|1996-3-4|1|1|0
303|The Beatles|All Together Now|Yellow Submarine Songtrack|6795|410937|1212249|1999-9-13|3|3|80
303|The Beatles|All You Need Is Love|Yellow Submarine Songtrack|6798|410944|1212249|1999-9-13|3|3|80
303|The Beatles|Baby You’re a Rich Man|Yellow Submarine Songtrack|198599|410942|1212249|1999-9-13|3|3|80
303|The Beatles|Eleanor Rigby|Yellow Submarine Songtrack|8960072|410935|1212249|1999-9-13|3|3|80
303|The Beatles|Hey Bulldog|Yellow Submarine Songtrack|6796|410934|1212249|1999-9-13|3|3|80
303|The Beatles|It’s All Too Much|Yellow Submarine Songtrack|6797|410947|1212249|1999-9-13|3|3|80
303|The Beatles|Lucy in the Sky With Diamonds|Yellow Submarine Songtrack|182534|410938|1212249|1999-9-13|3|3|80
303|The Beatles|Nowhere Man|Yellow Submarine Songtrack|249996|14483019|1212249|1999-9-13|3|3|80
303|The Beatles|Only a Northern Song|Yellow Submarine Songtrack|6794|410943|1212249|1999-9-13|3|3|80
303|The Beatles|Sgt. Pepper’s Lonely Hearts Club Band|Yellow Submarine Songtrack|182532|155964|1212249|1999-9-13|3|3|80
303|The Beatles|When I’m Sixty‐Four|Yellow Submarine Songtrack|2374845|410945|1212249|1999-9-13|3|3|80
303|The Beatles|With a Little Help From My Friends|Yellow Submarine Songtrack|6372993|14483018|1212249|1999-9-13|3|3|80
303|The Beatles|Yellow Submarine|Yellow Submarine Songtrack|15257|410933|1212249|1999-9-13|3|3|80
303|The Beatles|A Hard Day’s Night|1|6253455|2815976|21569|2000-11-13|8|8|60
303|The Beatles|All You Need Is Love|1|6798|8652840|21569|2000-11-13|8|8|84
303|The Beatles|Can’t Buy Me Love|1|1141092|177452|21569|2000-11-13|6|6|84
303|The Beatles|Can’t Buy Me Love|1|1141092|6377526|21569|2000-11-13|2|2|84
303|The Beatles|Come Together|1|198973|12377409|21569|2000-11-13|8|8|84
303|The Beatles|Day Tripper|1|6616974|5682218|21569|2000-11-13|8|8|80
303|The Beatles|Eight Days a Week|1|368502|6385770|21569|2000-11-13|8|8|84
303|The Beatles|Eleanor Rigby|1|8960072|2238968|21569|2000-11-13|8|8|84
303|The Beatles|From Me to You|1|177449|177449|21569|2000-11-13|8|8|84
303|The Beatles|Hello, Goodbye|1|155969|9646177|21569|2000-11-13|8|8|84
303|The Beatles|Help!|1|6267351|14523210|21569|2000-11-13|8|8|84
303|The Beatles|Hey Jude|1|155973|10506431|21569|2000-11-13|8|8|84
303|The Beatles|I Feel Fine|1|177454|9646168|21569|2000-11-13|8|8|84
303|The Beatles|I Want to Hold Your Hand|1|7945955|10506877|21569|2000-11-13|8|8|84
303|The Beatles|Lady Madonna|1|5681695|10506429|21569|2000-11-13|8|8|84
303|The Beatles|Let It Be|1|174322|4137350|21569|2000-11-13|8|8|73
303|The Beatles|Love Me Do|1|295298|14523231|21569|2000-11-13|8|8|84
303|The Beatles|Paperback Writer|1|177461|6136291|21569|2000-11-13|8|8|84
303|The Beatles|Penny Lane|1|194529|17596829|21569|2000-11-13|8|8|84
303|The Beatles|She Loves You|1|5682002|10506875|21569|2000-11-13|8|8|84
303|The Beatles|Something|1|1269417|2553996|21569|2000-11-13|8|8|84
303|The Beatles|The Ballad of John and Yoko|1|198970|6393392|21569|2000-11-13|8|8|84
303|The Beatles|The Long and Winding Road|1|174326|10141217|21569|2000-11-13|8|8|84
303|The Beatles|Ticket to Ride|1|674757|14523216|21569|2000-11-13|8|8|84
303|The Beatles|We Can Work It Out|1|5682217|177460|21569|2000-11-13|8|8|84
303|The Beatles|Yellow Submarine|1|15257|6386175|21569|2000-11-13|8|8|84
303|The Beatles|Yesterday|1|674763|14523222|21569|2000-11-13|8|8|84
303|The Beatles|Across the Universe|Let It Be… Naked|8948412|1608083|871344|2003-11-14|6|6|75
303|The Beatles|Dig a Pony|Let It Be… Naked|174318|1608075|871344|2003-11-14|6|6|75
303|The Beatles|Don’t Let Me Down|Let It Be… Naked|8018700|1608081|871344|2003-11-14|6|6|75
303|The Beatles|For You Blue|Let It Be… Naked|174327|1608076|871344|2003-11-14|6|6|75
303|The Beatles|Get Back|Let It Be… Naked|174328|1608074|871344|2003-11-14|6|6|75
303|The Beatles|I Me Mine|Let It Be… Naked|174320|1608082|871344|2003-11-14|6|6|75
303|The Beatles|I’ve Got a Feeling|Let It Be… Naked|174324|1608079|871344|2003-11-14|6|6|75
303|The Beatles|Let It Be|Let It Be… Naked|174322|1608084|871344|2003-11-14|6|6|75
303|The Beatles|One After 909|Let It Be… Naked|174325|1608080|871344|2003-11-14|6|6|75
303|The Beatles|The Long and Winding Road|Let It Be… Naked|174326|1608077|871344|2003-11-14|6|6|75
303|The Beatles|Two of Us|Let It Be… Naked|174317|1608078|871344|2003-11-14|6|6|75
303|The Beatles|All I’ve Got to Do|The Capitol Albums, Vol. 1|286216|3090583|281543|2004-11-16|1|1|0
303|The Beatles|All I’ve Got to Do|The Capitol Albums, Vol. 1|286216|3090595|281543|2004-11-16|1|1|0
303|The Beatles|All My Loving|The Capitol Albums, Vol. 1|2261384|3090596|281543|2004-11-16|1|1|0
303|The Beatles|All My Loving|The Capitol Albums, Vol. 1|2261384|17570126|281543|2004-11-16|1|1|0
303|The Beatles|And I Love Her|The Capitol Albums, Vol. 1|8954068|2346981|281543|2004-11-16|1|1|0
303|The Beatles|And I Love Her|The Capitol Albums, Vol. 1|8954068|15746946|281543|2004-11-16|1|1|0
303|The Beatles|Baby’s in Black|The Capitol Albums, Vol. 1|368497|368497|281543|2004-11-16|1|1|0
303|The Beatles|Baby’s in Black|The Capitol Albums, Vol. 1|368497|14523240|281543|2004-11-16|1|1|0
303|The Beatles|Devil in His Heart|The Capitol Albums, Vol. 1|1777813|3090674|281543|2004-11-16|1|1|0
303|The Beatles|Devil in His Heart|The Capitol Albums, Vol. 1|1777813|17568859|281543|2004-11-16|1|1|0
303|The Beatles|Don’t Bother Me|The Capitol Albums, Vol. 1|286218|3090597|281543|2004-11-16|1|1|0
303|The Beatles|Don’t Bother Me|The Capitol Albums, Vol. 1|286218|17571685|281543|2004-11-16|1|1|0
303|The Beatles|Everybody’s Trying to Be My Baby|The Capitol Albums, Vol. 1|368508|9299927|281543|2004-11-16|1|1|0
303|The Beatles|Everybody’s Trying to Be My Baby|The Capitol Albums, Vol. 1|368508|14523251|281543|2004-11-16|1|1|0
303|The Beatles|Hold Me Tight|The Capitol Albums, Vol. 1|286223|3090600|281543|2004-11-16|1|1|0
303|The Beatles|Hold Me Tight|The Capitol Albums, Vol. 1|286223|17571576|281543|2004-11-16|1|1|0
303|The Beatles|Honey, Don’t!|The Capitol Albums, Vol. 1|6302087|1219643|281543|2004-11-16|1|1|0
303|The Beatles|Honey, Don’t!|The Capitol Albums, Vol. 1|6302087|14523247|281543|2004-11-16|1|1|0
303|The Beatles|I Feel Fine|The Capitol Albums, Vol. 1|177454|2346983|281543|2004-11-16|2|2|0
303|The Beatles|I Saw Her Standing There|The Capitol Albums, Vol. 1|295291|3090592|281543|2004-11-16|1|1|0
303|The Beatles|I Saw Her Standing There|The Capitol Albums, Vol. 1|295291|17539525|281543|2004-11-16|1|1|0
303|The Beatles|I Wanna Be Your Man|The Capitol Albums, Vol. 1|286225|3090601|281543|2004-11-16|1|1|0
303|The Beatles|I Wanna Be Your Man|The Capitol Albums, Vol. 1|286225|3520665|281543|2004-11-16|1|1|0
303|The Beatles|I Want to Hold Your Hand|The Capitol Albums, Vol. 1|7945955|3090591|281543|2004-11-16|2|2|0
303|The Beatles|It Won’t Be Long|The Capitol Albums, Vol. 1|286215|3090594|281543|2004-11-16|1|1|0
303|The Beatles|It Won’t Be Long|The Capitol Albums, Vol. 1|286215|17570123|281543|2004-11-16|1|1|0
303|The Beatles|I’ll Be Back|The Capitol Albums, Vol. 1|194161|804638|281543|2004-11-16|1|1|0
303|The Beatles|I’ll Be Back|The Capitol Albums, Vol. 1|194161|3090732|281543|2004-11-16|1|1|0
303|The Beatles|I’ll Cry Instead|The Capitol Albums, Vol. 1|6186932|6186932|281543|2004-11-16|1|1|0
303|The Beatles|I’ll Cry Instead|The Capitol Albums, Vol. 1|6186932|10141071|281543|2004-11-16|1|1|0
303|The Beatles|I’ll Follow the Sun|The Capitol Albums, Vol. 1|368499|3527048|281543|2004-11-16|1|1|0
303|The Beatles|I’ll Follow the Sun|The Capitol Albums, Vol. 1|368499|14523242|281543|2004-11-16|1|1|0
303|The Beatles|I’m a Loser|The Capitol Albums, Vol. 1|368496|9299925|281543|2004-11-16|1|1|0
303|The Beatles|I’m a Loser|The Capitol Albums, Vol. 1|368496|14523239|281543|2004-11-16|1|1|0
303|The Beatles|Komm, gib mir deine Hand|The Capitol Albums, Vol. 1|6186942|3090702|281543|2004-11-16|1|1|0
303|The Beatles|Komm, gib mir deine Hand|The Capitol Albums, Vol. 1|6186942|3090713|281543|2004-11-16|1|1|0
303|The Beatles|Little Child|The Capitol Albums, Vol. 1|286219|3090598|281543|2004-11-16|1|1|0
303|The Beatles|Little Child|The Capitol Albums, Vol. 1|286219|17572946|281543|2004-11-16|1|1|0
303|The Beatles|Long Tall Sally|The Capitol Albums, Vol. 1|9026995|3090666|281543|2004-11-16|1|1|0
303|The Beatles|Long Tall Sally|The Capitol Albums, Vol. 1|9026995|6377727|281543|2004-11-16|1|1|0
303|The Beatles|Matchbox|The Capitol Albums, Vol. 1|6186937|2466968|281543|2004-11-16|1|1|33
303|The Beatles|Matchbox|The Capitol Albums, Vol. 1|6186937|14214067|281543|2004-11-16|1|1|0
