artist	trackid	trackname	recordingid	releasename	release_group	date_year	labelname	countryname	id	name
The Beatles	13910060	Your Mother Should Know	14506877	Compact Disc EP Collection	315881	1992	Capitol Records	United States	198594	Your Mother Should Know
The Beatles	13910060	Your Mother Should Know	14506877	Compact Disc EP Collection	315881	1992	Parlophone	United Kingdom	198594	Your Mother Should Know
The Beatles	13910060	Your Mother Should Know	14506877	Compact Disc EP Collection	315881	1992	Parlophone	United States	198594	Your Mother Should Know
The Beatles	13910061	I Am the Walrus	14189632	Compact Disc EP Collection	315881	1992	Capitol Records	United Kingdom	155968	I Am the Walrus
The Beatles	13910061	I Am the Walrus	14189632	Compact Disc EP Collection	315881	1992	Capitol Records	United States	155968	I Am the Walrus
The Beatles	13910061	I Am the Walrus	14189632	Compact Disc EP Collection	315881	1992	Parlophone	United Kingdom	155968	I Am the Walrus
The Beatles	13910061	I Am the Walrus	14189632	Compact Disc EP Collection	315881	1992	Parlophone	United States	155968	I Am the Walrus
The Beatles	13910062	The Fool on the Hill	14506874	Compact Disc EP Collection	315881	1992	Capitol Records	United Kingdom	755080	The Fool on the Hill
The Beatles	13910062	The Fool on the Hill	14506874	Compact Disc EP Collection	315881	1992	Capitol Records	United States	755080	The Fool on the Hill
The Beatles	13910062	The Fool on the Hill	14506874	Compact Disc EP Collection	315881	1992	Parlophone	United Kingdom	755080	The Fool on the Hill
The Beatles	13910062	The Fool on the Hill	14506874	Compact Disc EP Collection	315881	1992	Parlophone	United States	755080	The Fool on the Hill
The Beatles	13910064	Blue Jay Way	14506876	Compact Disc EP Collection	315881	1992	Capitol Records	United Kingdom	198593	Blue Jay Way
The Beatles	13910064	Blue Jay Way	14506876	Compact Disc EP Collection	315881	1992	Capitol Records	United States	198593	Blue Jay Way
The Beatles	13910064	Blue Jay Way	14506876	Compact Disc EP Collection	315881	1992	Parlophone	United Kingdom	198593	Blue Jay Way
The Beatles	13910064	Blue Jay Way	14506876	Compact Disc EP Collection	315881	1992	Parlophone	United States	198593	Blue Jay Way
The Beatles	13910065	The Inner Light	10506430	Compact Disc EP Collection	315881	1992	Capitol Records	United Kingdom	5681696	The Inner Light
The Beatles	13910065	The Inner Light	10506430	Compact Disc EP Collection	315881	1992	Capitol Records	United States	5681696	The Inner Light
The Beatles	13910065	The Inner Light	10506430	Compact Disc EP Collection	315881	1992	Parlophone	United Kingdom	5681696	The Inner Light
The Beatles	13910065	The Inner Light	10506430	Compact Disc EP Collection	315881	1992	Parlophone	United States	5681696	The Inner Light
The Beatles	13910066	Baby You’re a Rich Man	14506882	Compact Disc EP Collection	315881	1992	Capitol Records	United Kingdom	198599	Baby You’re a Rich Man
The Beatles	13910066	Baby You’re a Rich Man	14506882	Compact Disc EP Collection	315881	1992	Capitol Records	United States	198599	Baby You’re a Rich Man
The Beatles	13910066	Baby You’re a Rich Man	14506882	Compact Disc EP Collection	315881	1992	Parlophone	United Kingdom	198599	Baby You’re a Rich Man
The Beatles	13910066	Baby You’re a Rich Man	14506882	Compact Disc EP Collection	315881	1992	Parlophone	United States	198599	Baby You’re a Rich Man
The Beatles	13910068	This Boy	3090593	Compact Disc EP Collection	315881	1992	Capitol Records	United Kingdom	8473675	This Boy
The Beatles	13910068	This Boy	3090593	Compact Disc EP Collection	315881	1992	Capitol Records	United States	8473675	This Boy
The Beatles	13910068	This Boy	3090593	Compact Disc EP Collection	315881	1992	Parlophone	United Kingdom	8473675	This Boy
The Beatles	13910068	This Boy	3090593	Compact Disc EP Collection	315881	1992	Parlophone	United States	8473675	This Boy
The Beatles	11036501	Two of Us	10141208	Let It Be	20987	1992	Apple Records	United Kingdom	174317	Two of Us
The Beatles	11036501	Two of Us	10141208	Let It Be	20987	1992	Apple Records	United States	174317	Two of Us
The Beatles	11036501	Two of Us	10141208	Let It Be	20987	1992	Parlophone	United Kingdom	174317	Two of Us
The Beatles	11036501	Two of Us	10141208	Let It Be	20987	1992	Parlophone	United States	174317	Two of Us
The Beatles	11036502	Dig a Pony	10141209	Let It Be	20987	1992	Apple Records	United Kingdom	174318	Dig a Pony
The Beatles	11036502	Dig a Pony	10141209	Let It Be	20987	1992	Apple Records	United States	174318	Dig a Pony
The Beatles	11036502	Dig a Pony	10141209	Let It Be	20987	1992	Parlophone	United Kingdom	174318	Dig a Pony
The Beatles	11036502	Dig a Pony	10141209	Let It Be	20987	1992	Parlophone	United States	174318	Dig a Pony
The Beatles	11036503	Across the Universe	10141210	Let It Be	20987	1992	Apple Records	United Kingdom	8948412	Across the Universe
The Beatles	11036503	Across the Universe	10141210	Let It Be	20987	1992	Apple Records	United States	8948412	Across the Universe
The Beatles	11036503	Across the Universe	10141210	Let It Be	20987	1992	Parlophone	United Kingdom	8948412	Across the Universe
The Beatles	11036503	Across the Universe	10141210	Let It Be	20987	1992	Parlophone	United States	8948412	Across the Universe
The Beatles	11036504	I Me Mine	10141211	Let It Be	20987	1992	Apple Records	United Kingdom	174320	I Me Mine
The Beatles	11036504	I Me Mine	10141211	Let It Be	20987	1992	Apple Records	United States	174320	I Me Mine
The Beatles	11036504	I Me Mine	10141211	Let It Be	20987	1992	Parlophone	United Kingdom	174320	I Me Mine
The Beatles	11036504	I Me Mine	10141211	Let It Be	20987	1992	Parlophone	United States	174320	I Me Mine
The Beatles	11036505	Dig It	10141212	Let It Be	20987	1992	Apple Records	United Kingdom	174321	Dig It
The Beatles	11036505	Dig It	10141212	Let It Be	20987	1992	Apple Records	United States	174321	Dig It
The Beatles	11036505	Dig It	10141212	Let It Be	20987	1992	Parlophone	United Kingdom	174321	Dig It
The Beatles	11036505	Dig It	10141212	Let It Be	20987	1992	Parlophone	United States	174321	Dig It
The Beatles	11036506	Let It Be	10141213	Let It Be	20987	1992	Apple Records	United Kingdom	174322	Let It Be
The Beatles	11036506	Let It Be	10141213	Let It Be	20987	1992	Apple Records	United States	174322	Let It Be
The Beatles	11036506	Let It Be	10141213	Let It Be	20987	1992	Parlophone	United Kingdom	174322	Let It Be
The Beatles	11036506	Let It Be	10141213	Let It Be	20987	1992	Parlophone	United States	174322	Let It Be
The Beatles	11036507	Maggie Mae	12640725	Let It Be	20987	1992	Apple Records	United Kingdom	174323	Maggie Mae
The Beatles	11036507	Maggie Mae	12640725	Let It Be	20987	1992	Apple Records	United States	174323	Maggie Mae
The Beatles	11036507	Maggie Mae	12640725	Let It Be	20987	1992	Parlophone	United Kingdom	174323	Maggie Mae
The Beatles	11036507	Maggie Mae	12640725	Let It Be	20987	1992	Parlophone	United States	174323	Maggie Mae
The Beatles	11036508	I’ve Got a Feeling	10141215	Let It Be	20987	1992	Apple Records	United Kingdom	174324	I’ve Got a Feeling
The Beatles	11036508	I’ve Got a Feeling	10141215	Let It Be	20987	1992	Apple Records	United States	174324	I’ve Got a Feeling
The Beatles	11036508	I’ve Got a Feeling	10141215	Let It Be	20987	1992	Parlophone	United Kingdom	174324	I’ve Got a Feeling
The Beatles	11036508	I’ve Got a Feeling	10141215	Let It Be	20987	1992	Parlophone	United States	174324	I’ve Got a Feeling
The Beatles	11036509	One After 909	10141216	Let It Be	20987	1992	Apple Records	United Kingdom	174325	One After 909
The Beatles	11036509	One After 909	10141216	Let It Be	20987	1992	Apple Records	United States	174325	One After 909
The Beatles	11036509	One After 909	10141216	Let It Be	20987	1992	Parlophone	United Kingdom	174325	One After 909
The Beatles	11036509	One After 909	10141216	Let It Be	20987	1992	Parlophone	United States	174325	One After 909
The Beatles	11036510	The Long and Winding Road	10141217	Let It Be	20987	1992	Apple Records	United Kingdom	174326	The Long and Winding Road
The Beatles	11036510	The Long and Winding Road	10141217	Let It Be	20987	1992	Apple Records	United States	174326	The Long and Winding Road
The Beatles	11036510	The Long and Winding Road	10141217	Let It Be	20987	1992	Parlophone	United Kingdom	174326	The Long and Winding Road
The Beatles	11036510	The Long and Winding Road	10141217	Let It Be	20987	1992	Parlophone	United States	174326	The Long and Winding Road
The Beatles	11036511	For You Blue	10141218	Let It Be	20987	1992	Apple Records	United Kingdom	174327	For You Blue
The Beatles	11036511	For You Blue	10141218	Let It Be	20987	1992	Apple Records	United States	174327	For You Blue
The Beatles	11036511	For You Blue	10141218	Let It Be	20987	1992	Parlophone	United Kingdom	174327	For You Blue
The Beatles	11036511	For You Blue	10141218	Let It Be	20987	1992	Parlophone	United States	174327	For You Blue
The Beatles	11036512	Get Back	10141219	Let It Be	20987	1992	Apple Records	United Kingdom	174328	Get Back
The Beatles	11036512	Get Back	10141219	Let It Be	20987	1992	Apple Records	United States	174328	Get Back
The Beatles	11036512	Get Back	10141219	Let It Be	20987	1992	Parlophone	United Kingdom	174328	Get Back
The Beatles	11036512	Get Back	10141219	Let It Be	20987	1992	Parlophone	United States	174328	Get Back
The Beatles	18380355	Two of Us	10141208	Let It Be	20987	1992	Apple Records	United Kingdom	174317	Two of Us
The Beatles	18380355	Two of Us	10141208	Let It Be	20987	1992	Apple Records	United States	174317	Two of Us
The Beatles	18380355	Two of Us	10141208	Let It Be	20987	1992	Parlophone	United Kingdom	174317	Two of Us
The Beatles	18380355	Two of Us	10141208	Let It Be	20987	1992	Parlophone	United States	174317	Two of Us
The Beatles	18380356	Dig a Pony	10141209	Let It Be	20987	1992	Apple Records	United Kingdom	174318	Dig a Pony
The Beatles	18380356	Dig a Pony	10141209	Let It Be	20987	1992	Apple Records	United States	174318	Dig a Pony
The Beatles	18380356	Dig a Pony	10141209	Let It Be	20987	1992	Parlophone	United Kingdom	174318	Dig a Pony
The Beatles	18380356	Dig a Pony	10141209	Let It Be	20987	1992	Parlophone	United States	174318	Dig a Pony
The Beatles	18380357	Across the Universe	10141210	Let It Be	20987	1992	Apple Records	United Kingdom	8948412	Across the Universe
The Beatles	18380357	Across the Universe	10141210	Let It Be	20987	1992	Apple Records	United States	8948412	Across the Universe
The Beatles	18380357	Across the Universe	10141210	Let It Be	20987	1992	Parlophone	United Kingdom	8948412	Across the Universe
The Beatles	18380357	Across the Universe	10141210	Let It Be	20987	1992	Parlophone	United States	8948412	Across the Universe
The Beatles	18380358	I Me Mine	10141211	Let It Be	20987	1992	Apple Records	United Kingdom	174320	I Me Mine
The Beatles	18380358	I Me Mine	10141211	Let It Be	20987	1992	Apple Records	United States	174320	I Me Mine
The Beatles	18380358	I Me Mine	10141211	Let It Be	20987	1992	Parlophone	United Kingdom	174320	I Me Mine
The Beatles	18380358	I Me Mine	10141211	Let It Be	20987	1992	Parlophone	United States	174320	I Me Mine
The Beatles	18380359	Dig It	10141212	Let It Be	20987	1992	Apple Records	United Kingdom	174321	Dig It
The Beatles	18380359	Dig It	10141212	Let It Be	20987	1992	Apple Records	United States	174321	Dig It
The Beatles	18380359	Dig It	10141212	Let It Be	20987	1992	Parlophone	United Kingdom	174321	Dig It
The Beatles	18380359	Dig It	10141212	Let It Be	20987	1992	Parlophone	United States	174321	Dig It
The Beatles	18380360	Let It Be	10141213	Let It Be	20987	1992	Apple Records	United Kingdom	174322	Let It Be
The Beatles	18380360	Let It Be	10141213	Let It Be	20987	1992	Apple Records	United States	174322	Let It Be
The Beatles	18380360	Let It Be	10141213	Let It Be	20987	1992	Parlophone	United Kingdom	174322	Let It Be
The Beatles	18380360	Let It Be	10141213	Let It Be	20987	1992	Parlophone	United States	174322	Let It Be
The Beatles	18380361	Maggie Mae	12640725	Let It Be	20987	1992	Apple Records	United Kingdom	174323	Maggie Mae
The Beatles	18380361	Maggie Mae	12640725	Let It Be	20987	1992	Apple Records	United States	174323	Maggie Mae
The Beatles	18380361	Maggie Mae	12640725	Let It Be	20987	1992	Parlophone	United Kingdom	174323	Maggie Mae
The Beatles	18380361	Maggie Mae	12640725	Let It Be	20987	1992	Parlophone	United States	174323	Maggie Mae
The Beatles	18380362	I’ve Got a Feeling	10141215	Let It Be	20987	1992	Apple Records	United Kingdom	174324	I’ve Got a Feeling
The Beatles	18380362	I’ve Got a Feeling	10141215	Let It Be	20987	1992	Apple Records	United States	174324	I’ve Got a Feeling
The Beatles	18380362	I’ve Got a Feeling	10141215	Let It Be	20987	1992	Parlophone	United Kingdom	174324	I’ve Got a Feeling
The Beatles	18380362	I’ve Got a Feeling	10141215	Let It Be	20987	1992	Parlophone	United States	174324	I’ve Got a Feeling
The Beatles	18380363	One After 909	10141216	Let It Be	20987	1992	Apple Records	United Kingdom	174325	One After 909
The Beatles	18380363	One After 909	10141216	Let It Be	20987	1992	Apple Records	United States	174325	One After 909
The Beatles	18380363	One After 909	10141216	Let It Be	20987	1992	Parlophone	United Kingdom	174325	One After 909
The Beatles	18380363	One After 909	10141216	Let It Be	20987	1992	Parlophone	United States	174325	One After 909
The Beatles	18380364	The Long and Winding Road	10141217	Let It Be	20987	1992	Apple Records	United Kingdom	174326	The Long and Winding Road
The Beatles	18380364	The Long and Winding Road	10141217	Let It Be	20987	1992	Apple Records	United States	174326	The Long and Winding Road
The Beatles	18380364	The Long and Winding Road	10141217	Let It Be	20987	1992	Parlophone	United Kingdom	174326	The Long and Winding Road
The Beatles	18380364	The Long and Winding Road	10141217	Let It Be	20987	1992	Parlophone	United States	174326	The Long and Winding Road
The Beatles	18380365	For You Blue	10141218	Let It Be	20987	1992	Apple Records	United Kingdom	174327	For You Blue
The Beatles	18380365	For You Blue	10141218	Let It Be	20987	1992	Apple Records	United States	174327	For You Blue
The Beatles	18380365	For You Blue	10141218	Let It Be	20987	1992	Parlophone	United Kingdom	174327	For You Blue
The Beatles	18380365	For You Blue	10141218	Let It Be	20987	1992	Parlophone	United States	174327	For You Blue
The Beatles	18380366	Get Back	10141219	Let It Be	20987	1992	Apple Records	United Kingdom	174328	Get Back
The Beatles	18380366	Get Back	10141219	Let It Be	20987	1992	Apple Records	United States	174328	Get Back
The Beatles	18380366	Get Back	10141219	Let It Be	20987	1992	Parlophone	United Kingdom	174328	Get Back
The Beatles	18380366	Get Back	10141219	Let It Be	20987	1992	Parlophone	United States	174328	Get Back
The Beatles	5219347	Love Me Do	14523231	Love Me Do	564256	1992	Parlophone	United Kingdom	295298	Love Me Do
The Beatles	5219347	Love Me Do	14523231	Love Me Do	564256	1992	Parlophone	United States	295298	Love Me Do
The Beatles	5219348	P.S. I Love You	14523232	Love Me Do	564256	1992	Parlophone	United Kingdom	295299	P.S. I Love You
The Beatles	5219348	P.S. I Love You	14523232	Love Me Do	564256	1992	Parlophone	United States	295299	P.S. I Love You
The Beatles	5219349	Love Me Do (original single version)	14550202	Love Me Do	564256	1992	Parlophone	United Kingdom	295298	Love Me Do
The Beatles	5219349	Love Me Do (original single version)	14550202	Love Me Do	564256	1992	Parlophone	United States	295298	Love Me Do
The Beatles	11195602	Love Me Do	14523231	Love Me Do	564256	1992	Parlophone	United Kingdom	295298	Love Me Do
The Beatles	11195602	Love Me Do	14523231	Love Me Do	564256	1992	Parlophone	United States	295298	Love Me Do
The Beatles	11195603	P.S. I Love You	14523232	Love Me Do	564256	1992	Parlophone	United Kingdom	295299	P.S. I Love You
The Beatles	11195603	P.S. I Love You	14523232	Love Me Do	564256	1992	Parlophone	United States	295299	P.S. I Love You
The Beatles	11195604	Love Me Do (original single version)	14550202	Love Me Do	564256	1992	Parlophone	United Kingdom	295298	Love Me Do
The Beatles	11195604	Love Me Do (original single version)	14550202	Love Me Do	564256	1992	Parlophone	United States	295298	Love Me Do
The Beatles	20597135	Love Me Do	14523231	Love Me Do	564256	1992	Capitol Records	United Kingdom	295298	Love Me Do
The Beatles	20597135	Love Me Do	14523231	Love Me Do	564256	1992	Capitol Records	United States	295298	Love Me Do
The Beatles	20597136	P.S. I Love You	14523232	Love Me Do	564256	1992	Capitol Records	United Kingdom	295299	P.S. I Love You
The Beatles	20597136	P.S. I Love You	14523232	Love Me Do	564256	1992	Capitol Records	United States	295299	P.S. I Love You
The Beatles	20597137	Love Me Do (Original Single Version)	14550202	Love Me Do	564256	1992	Capitol Records	United Kingdom	295298	Love Me Do
The Beatles	20597137	Love Me Do (Original Single Version)	14550202	Love Me Do	564256	1992	Capitol Records	United States	295298	Love Me Do
The Beatles	14204707	Day Tripper	5682218	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	6616974	Day Tripper
The Beatles	14204707	Day Tripper	5682218	Past Masters, Volume Two	39741	1992	Apple Records	United States	6616974	Day Tripper
The Beatles	14204707	Day Tripper	5682218	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	6616974	Day Tripper
The Beatles	14204707	Day Tripper	5682218	Past Masters, Volume Two	39741	1992	Capitol Records	United States	6616974	Day Tripper
The Beatles	14204707	Day Tripper	5682218	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	6616974	Day Tripper
The Beatles	14204707	Day Tripper	5682218	Past Masters, Volume Two	39741	1992	Parlophone	United States	6616974	Day Tripper
The Beatles	14204708	We Can Work It Out	177460	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	5682217	We Can Work It Out
The Beatles	14204708	We Can Work It Out	177460	Past Masters, Volume Two	39741	1992	Apple Records	United States	5682217	We Can Work It Out
The Beatles	14204708	We Can Work It Out	177460	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	5682217	We Can Work It Out
The Beatles	14204708	We Can Work It Out	177460	Past Masters, Volume Two	39741	1992	Capitol Records	United States	5682217	We Can Work It Out
The Beatles	14204708	We Can Work It Out	177460	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	5682217	We Can Work It Out
The Beatles	14204708	We Can Work It Out	177460	Past Masters, Volume Two	39741	1992	Parlophone	United States	5682217	We Can Work It Out
The Beatles	14204709	Paperback Writer	6136291	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	177461	Paperback Writer
The Beatles	14204709	Paperback Writer	6136291	Past Masters, Volume Two	39741	1992	Apple Records	United States	177461	Paperback Writer
The Beatles	14204709	Paperback Writer	6136291	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	177461	Paperback Writer
The Beatles	14204709	Paperback Writer	6136291	Past Masters, Volume Two	39741	1992	Capitol Records	United States	177461	Paperback Writer
The Beatles	14204709	Paperback Writer	6136291	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	177461	Paperback Writer
The Beatles	14204709	Paperback Writer	6136291	Past Masters, Volume Two	39741	1992	Parlophone	United States	177461	Paperback Writer
The Beatles	14204710	Rain	6136292	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	1332982	Rain
The Beatles	14204710	Rain	6136292	Past Masters, Volume Two	39741	1992	Apple Records	United States	1332982	Rain
The Beatles	14204710	Rain	6136292	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	1332982	Rain
The Beatles	14204710	Rain	6136292	Past Masters, Volume Two	39741	1992	Capitol Records	United States	1332982	Rain
The Beatles	14204710	Rain	6136292	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	1332982	Rain
The Beatles	14204710	Rain	6136292	Past Masters, Volume Two	39741	1992	Parlophone	United States	1332982	Rain
The Beatles	14204711	Lady Madonna	10506429	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	5681695	Lady Madonna
The Beatles	14204711	Lady Madonna	10506429	Past Masters, Volume Two	39741	1992	Apple Records	United States	5681695	Lady Madonna
The Beatles	14204711	Lady Madonna	10506429	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	5681695	Lady Madonna
The Beatles	14204711	Lady Madonna	10506429	Past Masters, Volume Two	39741	1992	Capitol Records	United States	5681695	Lady Madonna
The Beatles	14204711	Lady Madonna	10506429	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	5681695	Lady Madonna
The Beatles	14204711	Lady Madonna	10506429	Past Masters, Volume Two	39741	1992	Parlophone	United States	5681695	Lady Madonna
The Beatles	14204712	The Inner Light	279991	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	5681696	The Inner Light
The Beatles	14204712	The Inner Light	279991	Past Masters, Volume Two	39741	1992	Apple Records	United States	5681696	The Inner Light
The Beatles	14204712	The Inner Light	279991	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	5681696	The Inner Light
The Beatles	14204712	The Inner Light	279991	Past Masters, Volume Two	39741	1992	Capitol Records	United States	5681696	The Inner Light
The Beatles	14204712	The Inner Light	279991	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	5681696	The Inner Light
The Beatles	14204712	The Inner Light	279991	Past Masters, Volume Two	39741	1992	Parlophone	United States	5681696	The Inner Light
The Beatles	14204713	Hey Jude	10506431	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	155973	Hey Jude
The Beatles	14204713	Hey Jude	10506431	Past Masters, Volume Two	39741	1992	Apple Records	United States	155973	Hey Jude
The Beatles	14204713	Hey Jude	10506431	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	155973	Hey Jude
The Beatles	14204713	Hey Jude	10506431	Past Masters, Volume Two	39741	1992	Capitol Records	United States	155973	Hey Jude
The Beatles	14204713	Hey Jude	10506431	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	155973	Hey Jude
The Beatles	14204713	Hey Jude	10506431	Past Masters, Volume Two	39741	1992	Parlophone	United States	155973	Hey Jude
The Beatles	14204714	Revolution	5681739	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	155974	Revolution
The Beatles	14204714	Revolution	5681739	Past Masters, Volume Two	39741	1992	Apple Records	United States	155974	Revolution
The Beatles	14204714	Revolution	5681739	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	155974	Revolution
The Beatles	14204714	Revolution	5681739	Past Masters, Volume Two	39741	1992	Capitol Records	United States	155974	Revolution
The Beatles	14204714	Revolution	5681739	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	155974	Revolution
The Beatles	14204714	Revolution	5681739	Past Masters, Volume Two	39741	1992	Parlophone	United States	155974	Revolution
The Beatles	14204717	The Ballad of John and Yoko	6393392	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	198970	The Ballad of John and Yoko
The Beatles	14204717	The Ballad of John and Yoko	6393392	Past Masters, Volume Two	39741	1992	Apple Records	United States	198970	The Ballad of John and Yoko
The Beatles	14204717	The Ballad of John and Yoko	6393392	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	198970	The Ballad of John and Yoko
The Beatles	14204717	The Ballad of John and Yoko	6393392	Past Masters, Volume Two	39741	1992	Capitol Records	United States	198970	The Ballad of John and Yoko
The Beatles	14204717	The Ballad of John and Yoko	6393392	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	198970	The Ballad of John and Yoko
The Beatles	14204717	The Ballad of John and Yoko	6393392	Past Masters, Volume Two	39741	1992	Parlophone	United States	198970	The Ballad of John and Yoko
The Beatles	14204718	Old Brown Shoe	6393393	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	198971	Old Brown Shoe
The Beatles	14204718	Old Brown Shoe	6393393	Past Masters, Volume Two	39741	1992	Apple Records	United States	198971	Old Brown Shoe
The Beatles	14204718	Old Brown Shoe	6393393	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	198971	Old Brown Shoe
The Beatles	14204718	Old Brown Shoe	6393393	Past Masters, Volume Two	39741	1992	Capitol Records	United States	198971	Old Brown Shoe
The Beatles	14204718	Old Brown Shoe	6393393	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	198971	Old Brown Shoe
The Beatles	14204718	Old Brown Shoe	6393393	Past Masters, Volume Two	39741	1992	Parlophone	United States	198971	Old Brown Shoe
The Beatles	14204719	Across the Universe	8950646	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	8948412	Across the Universe
The Beatles	14204719	Across the Universe	8950646	Past Masters, Volume Two	39741	1992	Apple Records	United States	8948412	Across the Universe
The Beatles	14204719	Across the Universe	8950646	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	8948412	Across the Universe
The Beatles	14204719	Across the Universe	8950646	Past Masters, Volume Two	39741	1992	Capitol Records	United States	8948412	Across the Universe
The Beatles	14204719	Across the Universe	8950646	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	8948412	Across the Universe
The Beatles	14204719	Across the Universe	8950646	Past Masters, Volume Two	39741	1992	Parlophone	United States	8948412	Across the Universe
The Beatles	14204720	Let It Be	4137350	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	174322	Let It Be
The Beatles	14204720	Let It Be	4137350	Past Masters, Volume Two	39741	1992	Apple Records	United States	174322	Let It Be
The Beatles	14204720	Let It Be	4137350	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	174322	Let It Be
The Beatles	14204720	Let It Be	4137350	Past Masters, Volume Two	39741	1992	Capitol Records	United States	174322	Let It Be
The Beatles	14204720	Let It Be	4137350	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	174322	Let It Be
The Beatles	14204720	Let It Be	4137350	Past Masters, Volume Two	39741	1992	Parlophone	United States	174322	Let It Be
The Beatles	14204721	You Know My Name (Look Up the Number)	6393472	Past Masters, Volume Two	39741	1992	Apple Records	United Kingdom	12434298	You Know My Name (Look Up the Number)
The Beatles	14204721	You Know My Name (Look Up the Number)	6393472	Past Masters, Volume Two	39741	1992	Apple Records	United States	12434298	You Know My Name (Look Up the Number)
The Beatles	14204721	You Know My Name (Look Up the Number)	6393472	Past Masters, Volume Two	39741	1992	Capitol Records	United Kingdom	12434298	You Know My Name (Look Up the Number)
The Beatles	14204721	You Know My Name (Look Up the Number)	6393472	Past Masters, Volume Two	39741	1992	Capitol Records	United States	12434298	You Know My Name (Look Up the Number)
The Beatles	14204721	You Know My Name (Look Up the Number)	6393472	Past Masters, Volume Two	39741	1992	Parlophone	United Kingdom	12434298	You Know My Name (Look Up the Number)
The Beatles	14204721	You Know My Name (Look Up the Number)	6393472	Past Masters, Volume Two	39741	1992	Parlophone	United States	12434298	You Know My Name (Look Up the Number)
The Beatles	10369074	I’m Down	3688404	She Loves You	1030070	1992	BRS	United Kingdom	6267352	I’m Down
The Beatles	10369074	I’m Down	3688404	She Loves You	1030070	1992	BRS	United States	6267352	I’m Down
The Rolling Stones	2028638	It's All Over Now	5200475	Heart of Stone	226921	1992	Universe	United Kingdom	8462689	It’s All Over Now
The Rolling Stones	2028638	It's All Over Now	5200475	Heart of Stone	226921	1992	Universe	United States	8462689	It’s All Over Now
The Rolling Stones	2028641	Around and Around	2418905	Heart of Stone	226921	1992	Universe	United Kingdom	6302776	Around and Around
The Rolling Stones	2028641	Around and Around	2418905	Heart of Stone	226921	1992	Universe	United States	6302776	Around and Around
The Rolling Stones	2028642	Time Is on My Side	246829	Heart of Stone	226921	1992	Universe	United Kingdom	4378180	Time Is on My Side
The Rolling Stones	2028642	Time Is on My Side	246829	Heart of Stone	226921	1992	Universe	United States	4378180	Time Is on My Side
The Rolling Stones	2028643	Little Red Rooster	246831	Heart of Stone	226921	1992	Universe	United Kingdom	587423	The Red Rooster
The Rolling Stones	2028643	Little Red Rooster	246831	Heart of Stone	226921	1992	Universe	United States	587423	The Red Rooster
The Rolling Stones	2028644	Play With Fire	2418908	Heart of Stone	226921	1992	Universe	United Kingdom	357711	Play With Fire
The Rolling Stones	2028644	Play With Fire	2418908	Heart of Stone	226921	1992	Universe	United States	357711	Play With Fire
The Rolling Stones	2028645	The Last Time	2418909	Heart of Stone	226921	1992	Universe	United Kingdom	7841507	The Last Time
The Rolling Stones	2028645	The Last Time	2418909	Heart of Stone	226921	1992	Universe	United States	7841507	The Last Time
The Rolling Stones	2028647	(I Can't Get No) Satisfaction	2418911	Heart of Stone	226921	1992	Universe	United Kingdom	357708	(I Can’t Get No) Satisfaction
The Rolling Stones	2028647	(I Can't Get No) Satisfaction	2418911	Heart of Stone	226921	1992	Universe	United States	357708	(I Can’t Get No) Satisfaction
The Rolling Stones	2028648	Under the Boardwalk	1003710	Heart of Stone	226921	1992	Universe	United Kingdom	6345419	Under the Boardwalk
